index,gender,device,revenue,date,country
93,male,ios,163790,41628.66667,USA
94,male,ios,158657,41629.66667,USA
95,male,ios,161584,41630.66667,USA
96,male,ios,161456,41631.66667,USA
97,male,ios,170505,41632.66667,USA
98,male,ios,197577,41633.66667,USA
99,male,ios,186310,41634.66667,USA
100,male,ios,178467,41635.66667,USA
101,male,ios,153124,41636.66667,USA
102,male,ios,154389,41637.66667,USA
103,male,ios,160579,41638.66667,USA
104,male,ios,157034,41639.66667,USA
105,male,ios,188552,41640.66667,USA
106,male,ios,182119,41641.66667,USA
107,male,ios,171436,41642.66667,USA
108,male,ios,158162,41643.66667,USA
109,male,ios,154017,41644.66667,USA
110,male,ios,165427,41645.66667,USA
111,male,ios,172931,41646.66667,USA
112,male,ios,195733,41647.66667,USA
113,male,ios,189565,41648.66667,USA
114,male,ios,181045,41649.66667,USA
115,male,ios,167198,41650.66667,USA
116,male,ios,154077,41651.66667,USA
117,male,ios,164276,41652.66667,USA
118,male,ios,183515,41653.66667,USA
119,male,ios,202516,41654.66667,USA
120,male,ios,190206,41655.66667,USA
121,male,ios,176437,41656.66667,USA
122,male,ios,172207,41657.66667,USA
123,male,ios,173176,41658.66667,USA
124,male,ios,180245,41659.66667,USA
125,male,ios,182872,41660.66667,USA
126,male,ios,180399,41661.66667,USA
127,male,ios,181644,41662.66667,USA
128,male,ios,182170,41663.66667,USA
129,male,ios,173382,41664.66667,USA
130,male,ios,157970,41665.66667,USA
131,male,ios,170508,41666.66667,USA
132,male,ios,179957,41667.66667,USA
133,male,ios,207460,41668.66667,USA
134,male,ios,195828,41669.66667,USA
135,male,ios,169522,41670.66667,USA
136,male,ios,165702,41671.66667,USA
137,male,ios,168951,41672.66667,USA
138,male,ios,168531,41673.66667,USA
139,male,ios,182769,41674.66667,USA
140,male,ios,197600,41675.66667,USA
141,male,ios,180805,41676.66667,USA
142,male,ios,185683,41677.66667,USA
143,male,ios,175105,41678.66667,USA
144,male,ios,161229,41679.66667,USA
145,male,ios,166943,41680.66667,USA
146,male,ios,170110,41681.66667,USA
147,male,ios,212794,41682.66667,USA
148,male,ios,182792,41683.66667,USA
149,male,ios,170162,41684.66667,USA
150,male,ios,161747,41685.66667,USA
151,male,ios,153431,41686.66667,USA
152,male,ios,170573,41687.66667,USA
153,male,ios,163766,41688.66667,USA
154,male,ios,189567,41689.66667,USA
155,male,ios,198047,41690.66667,USA
156,male,ios,176775,41691.66667,USA
157,male,ios,160171,41692.66667,USA
158,male,ios,151852,41693.66667,USA
159,male,ios,158831,41694.66667,USA
160,male,ios,167376,41695.66667,USA
161,male,ios,185781,41696.66667,USA
162,male,ios,174604,41697.66667,USA
163,male,ios,174478,41698.66667,USA
164,male,ios,168763,41699.66667,USA
165,male,ios,157646,41700.66667,USA
166,male,ios,163346,41701.66667,USA
167,male,ios,169938,41702.66667,USA
168,male,ios,190721,41703.66667,USA
169,male,ios,195009,41704.66667,USA
170,male,ios,172626,41705.66667,USA
171,male,ios,166061,41706.66667,USA
172,male,ios,158212,41707.70833,USA
173,male,ios,166049,41708.70833,USA
174,male,ios,168665,41709.70833,USA
175,male,ios,196214,41710.70833,USA
176,male,ios,186213,41711.70833,USA
177,male,ios,194313,41712.70833,USA
178,male,ios,163522,41713.70833,USA
179,male,ios,158042,41714.70833,USA
180,male,ios,167135,41715.70833,USA
181,male,ios,190372,41716.70833,USA
182,male,ios,200456,41717.70833,USA
183,male,ios,184797,41718.70833,USA
184,male,ios,190606,41719.70833,USA
185,male,ios,179254,41720.70833,USA
186,male,ios,164460,41721.70833,USA
187,male,ios,166583,41722.70833,USA
188,male,ios,175640,41723.70833,USA
189,male,ios,209238,41724.70833,USA
190,male,ios,185814,41725.70833,USA
191,male,ios,180298,41726.70833,USA
192,male,ios,171422,41727.70833,USA
193,male,ios,154765,41728.70833,USA
194,male,ios,169198,41729.70833,USA
195,male,ios,189739,41730.70833,USA
196,male,ios,185648,41731.70833,USA
197,male,ios,188531,41732.70833,USA
198,male,ios,186373,41733.70833,USA
199,male,ios,166751,41734.70833,USA
200,male,ios,161943,41735.70833,USA
201,male,ios,173491,41736.70833,USA
202,male,ios,191945,41737.70833,USA
203,male,ios,219689,41738.70833,USA
204,male,ios,192817,41739.70833,USA
205,male,ios,187971,41740.70833,USA
206,male,ios,184445,41741.70833,USA
207,male,ios,169726,41742.70833,USA
208,male,ios,179372,41743.70833,USA
209,male,ios,175984,41744.70833,USA
210,male,ios,201929,41745.70833,USA
211,male,ios,199732,41746.70833,USA
212,male,ios,177106,41747.70833,USA
213,male,ios,177489,41748.70833,USA
214,male,ios,170167,41749.70833,USA
215,male,ios,166982,41750.70833,USA
216,male,ios,183285,41751.70833,USA
217,male,ios,196508,41752.70833,USA
218,male,ios,194647,41753.70833,USA
219,male,ios,183113,41754.70833,USA
220,male,ios,179485,41755.70833,USA
221,male,ios,175473,41756.70833,USA
222,male,ios,182168,41757.70833,USA
223,male,ios,182362,41758.70833,USA
224,male,ios,207682,41759.70833,USA
225,male,ios,189094,41760.70833,USA
226,male,ios,193397,41761.70833,USA
227,male,ios,178170,41762.70833,USA
228,male,ios,169119,41763.70833,USA
229,male,ios,169760,41764.70833,USA
230,male,ios,190732,41765.70833,USA
231,male,ios,208218,41766.70833,USA
232,male,ios,200320,41767.70833,USA
233,male,ios,188538,41768.70833,USA
234,male,ios,182146,41769.70833,USA
235,male,ios,169843,41770.70833,USA
236,male,ios,172455,41771.70833,USA
237,male,ios,197911,41772.70833,USA
238,male,ios,222553,41773.70833,USA
239,male,ios,211743,41774.70833,USA
240,male,ios,190140,41775.70833,USA
241,male,ios,179333,41776.70833,USA
242,male,ios,174138,41777.70833,USA
243,male,ios,182516,41778.70833,USA
244,male,ios,195183,41779.70833,USA
245,male,ios,196133,41780.70833,USA
246,male,ios,187056,41781.70833,USA
247,male,ios,192682,41782.70833,USA
248,male,ios,183996,41783.70833,USA
249,male,ios,169515,41784.70833,USA
250,male,ios,178727,41785.70833,USA
251,male,ios,201948,41786.70833,USA
252,male,ios,213243,41787.70833,USA
253,male,ios,190628,41788.70833,USA
254,male,ios,184089,41789.70833,USA
255,male,ios,190644,41790.70833,USA
256,male,ios,173241,41791.70833,USA
257,male,ios,182738,41792.70833,USA
258,male,ios,203168,41793.70833,USA
259,male,ios,217104,41794.70833,USA
260,male,ios,219283,41795.70833,USA
261,male,ios,188933,41796.70833,USA
262,male,ios,188463,41797.70833,USA
263,male,ios,164038,41798.70833,USA
264,male,ios,178770,41799.70833,USA
265,male,ios,191263,41800.70833,USA
266,male,ios,200208,41801.70833,USA
267,male,ios,197985,41802.70833,USA
268,male,ios,196316,41803.70833,USA
269,male,ios,183517,41804.70833,USA
270,male,ios,166316,41805.70833,USA
271,male,ios,191595,41806.70833,USA
272,male,ios,208020,41807.70833,USA
273,male,ios,206454,41808.70833,USA
274,male,ios,212134,41809.70833,USA
275,male,ios,193416,41810.70833,USA
276,male,ios,195317,41811.70833,USA
277,male,ios,171822,41812.70833,USA
278,male,ios,191260,41813.70833,USA
279,male,ios,191689,41814.70833,USA
280,male,ios,209914,41815.70833,USA
281,male,ios,194770,41816.70833,USA
282,male,ios,191483,41817.70833,USA
283,male,ios,180220,41818.70833,USA
284,male,ios,178737,41819.70833,USA
285,male,ios,185300,41820.70833,USA
286,male,ios,193743,41821.70833,USA
287,male,ios,229401,41822.70833,USA
288,male,ios,203911,41823.70833,USA
289,male,ios,196802,41824.70833,USA
290,male,ios,191324,41825.70833,USA
291,male,ios,174296,41826.70833,USA
292,male,ios,196858,41827.70833,USA
293,male,ios,189555,41828.70833,USA
294,male,ios,219609,41829.70833,USA
295,male,ios,204177,41830.70833,USA
296,male,ios,206033,41831.70833,USA
297,male,ios,188654,41832.70833,USA
298,male,ios,175087,41833.70833,USA
299,male,ios,201321,41834.70833,USA
300,male,ios,207697,41835.70833,USA
301,male,ios,210600,41836.70833,USA
302,male,ios,208653,41837.70833,USA
303,male,ios,205143,41838.70833,USA
304,male,ios,182969,41839.70833,USA
305,male,ios,161403,41840.70833,USA
306,male,ios,183641,41841.70833,USA
307,male,ios,193656,41842.70833,USA
308,male,ios,227221,41843.70833,USA
309,male,ios,205162,41844.70833,USA
310,male,ios,210219,41845.70833,USA
311,male,ios,189759,41846.70833,USA
312,male,ios,173991,41847.70833,USA
313,male,ios,179947,41848.70833,USA
314,male,ios,197765,41849.70833,USA
315,male,ios,216975,41850.70833,USA
316,male,ios,222241,41851.70833,USA
317,male,ios,183500,41852.70833,USA
318,male,ios,190772,41853.70833,USA
319,male,ios,194466,41854.70833,USA
320,male,ios,183894,41855.70833,USA
321,male,ios,207014,41856.70833,USA
322,male,ios,224945,41857.70833,USA
323,male,ios,205893,41858.70833,USA
324,male,ios,192334,41859.70833,USA
325,male,ios,187896,41860.70833,USA
326,male,ios,177285,41861.70833,USA
327,male,ios,186356,41862.70833,USA
328,male,ios,193845,41863.70833,USA
329,male,ios,214174,41864.70833,USA
330,male,ios,216362,41865.70833,USA
331,male,ios,193175,41866.70833,USA
332,male,ios,188906,41867.70833,USA
333,male,ios,177608,41868.70833,USA
334,male,ios,191789,41869.70833,USA
335,male,ios,188208,41870.70833,USA
336,male,ios,187867,41871.70833,USA
337,male,ios,187531,41872.70833,USA
338,male,ios,170834,41873.70833,USA
339,male,ios,181297,41874.70833,USA
340,male,ios,156637,41875.70833,USA
341,male,ios,176175,41876.70833,USA
342,male,ios,169309,41877.70833,USA
343,male,ios,194011,41878.70833,USA
344,male,ios,188094,41879.70833,USA
345,male,ios,196822,41880.70833,USA
346,male,ios,167511,41881.70833,USA
347,male,ios,153714,41882.70833,USA
348,male,ios,169892,41883.70833,USA
349,male,ios,179731,41884.70833,USA
350,male,ios,188523,41885.70833,USA
351,male,ios,184307,41886.70833,USA
352,male,ios,184902,41887.70833,USA
353,male,ios,161315,41888.70833,USA
354,male,ios,161366,41889.70833,USA
355,male,ios,170278,41890.70833,USA
356,male,ios,185054,41891.70833,USA
357,male,ios,210216,41892.70833,USA
358,male,ios,192178,41893.70833,USA
359,male,ios,180098,41894.70833,USA
360,male,ios,180045,41895.70833,USA
361,male,ios,161610,41896.70833,USA
362,male,ios,165765,41897.70833,USA
363,male,ios,174121,41898.70833,USA
364,male,ios,183843,41899.70833,USA
365,male,ios,173475,41900.70833,USA
366,male,ios,172075,41901.70833,USA
367,male,ios,168078,41902.70833,USA
368,male,ios,151051,41903.70833,USA
369,male,ios,164706,41904.70833,USA
370,male,ios,176095,41905.70833,USA
371,male,ios,195591,41906.70833,USA
372,male,ios,192047,41907.70833,USA
373,male,ios,178731,41908.70833,USA
374,male,ios,171752,41909.70833,USA
375,male,ios,150781,41910.70833,USA
376,male,ios,159698,41911.70833,USA
377,male,ios,178351,41912.70833,USA
378,male,ios,188701,41913.70833,USA
379,male,ios,170462,41914.70833,USA
380,male,ios,183365,41915.70833,USA
381,male,ios,164890,41916.70833,USA
382,male,ios,157638,41917.70833,USA
383,male,ios,163596,41918.70833,USA
384,male,ios,185140,41919.70833,USA
385,male,ios,189309,41920.70833,USA
386,male,ios,187689,41921.70833,USA
387,male,ios,180585,41922.70833,USA
388,male,ios,170472,41923.70833,USA
389,male,ios,152122,41924.70833,USA
390,male,ios,171366,41925.70833,USA
391,male,ios,150368,41926.70833,USA
392,male,ios,204812,41927.70833,USA
393,male,ios,170784,41928.70833,USA
394,male,ios,161077,41929.70833,USA
395,male,ios,152425,41930.70833,USA
396,male,ios,162632,41931.70833,USA
397,male,ios,176522,41932.70833,USA
398,male,ios,164140,41933.70833,USA
399,male,ios,178254,41934.70833,USA
400,male,ios,181641,41935.70833,USA
401,male,ios,172753,41936.70833,USA
402,male,ios,158889,41937.70833,USA
403,male,ios,146803,41938.70833,USA
404,male,ios,167817,41939.70833,USA
405,male,ios,162082,41940.70833,USA
406,male,ios,176270,41941.70833,USA
407,male,ios,173529,41942.70833,USA
408,male,ios,172630,41943.70833,USA
409,male,ios,162795,41944.70833,USA
410,male,ios,144989,41945.66667,USA
411,male,ios,164798,41946.66667,USA
412,male,ios,175901,41947.66667,USA
413,male,ios,180287,41948.66667,USA
414,male,ios,176390,41949.66667,USA
415,male,ios,170105,41950.66667,USA
416,male,ios,159313,41951.66667,USA
417,male,ios,151798,41952.66667,USA
418,male,ios,168640,41953.66667,USA
419,male,ios,158398,41954.66667,USA
420,male,ios,182664,41955.66667,USA
421,male,ios,173186,41956.66667,USA
422,male,ios,175738,41957.66667,USA
423,male,ios,167413,41958.66667,USA
424,male,ios,153329,41959.66667,USA
425,male,ios,160053,41960.66667,USA
426,male,ios,174364,41961.66667,USA
427,male,ios,215299,41962.66667,USA
428,male,ios,187228,41963.66667,USA
429,male,ios,177329,41964.66667,USA
430,male,ios,158019,41965.66667,USA
431,male,ios,151973,41966.66667,USA
432,male,ios,168196,41967.66667,USA
433,male,ios,169282,41968.66667,USA
434,male,ios,191345,41969.66667,USA
435,male,ios,180654,41970.66667,USA
436,male,ios,175335,41971.66667,USA
437,male,ios,168958,41972.66667,USA
438,male,ios,146478,41973.66667,USA
439,male,ios,164392,41974.66667,USA
440,male,ios,186260,41975.66667,USA
441,male,ios,179293,41976.66667,USA
442,male,ios,196146,41977.66667,USA
443,male,ios,174689,41978.66667,USA
444,male,ios,160569,41979.66667,USA
445,male,ios,156166,41980.66667,USA
446,male,ios,163602,41981.66667,USA
447,male,ios,160450,41982.66667,USA
448,male,ios,185832,41983.66667,USA
449,male,ios,173128,41984.66667,USA
450,male,ios,193145,41985.66667,USA
451,male,ios,168888,41986.66667,USA
452,male,ios,152259,41987.66667,USA
453,male,ios,174384,41988.66667,USA
454,male,ios,185324,41989.66667,USA
455,male,ios,179826,41990.66667,USA
456,male,ios,196394,41991.66667,USA
457,male,ios,172925,41992.66667,USA
458,male,ios,172407,41993.66667,USA
459,male,ios,164948,41994.66667,USA
460,male,ios,167271,41995.66667,USA
461,male,ios,180284,41996.66667,USA
462,male,ios,210714,41997.66667,USA
463,male,ios,196474,41998.66667,USA
464,male,ios,181533,41999.66667,USA
465,male,ios,180574,42000.66667,USA
466,male,ios,148255,42001.66667,USA
467,male,ios,187645,42002.66667,USA
468,male,ios,188532,42003.66667,USA
469,male,ios,200500,42004.66667,USA
470,male,ios,180358,42005.66667,USA
471,male,ios,176336,42006.66667,USA
472,male,ios,172046,42007.66667,USA
473,male,ios,161912,42008.66667,USA
474,male,ios,173822,42009.66667,USA
475,male,ios,195739,42010.66667,USA
476,male,ios,192125,42011.66667,USA
477,male,ios,171191,42012.66667,USA
478,male,ios,172468,42013.66667,USA
479,male,ios,166431,42014.66667,USA
480,male,ios,164398,42015.66667,USA
481,male,ios,162155,42016.66667,USA
482,male,ios,176811,42017.66667,USA
483,male,ios,192172,42018.66667,USA
484,male,ios,185644,42019.66667,USA
485,male,ios,169404,42020.66667,USA
486,male,ios,168706,42021.66667,USA
487,male,ios,160264,42022.66667,USA
488,male,ios,171843,42023.66667,USA
489,male,ios,167739,42024.66667,USA
490,male,ios,185085,42025.66667,USA
491,male,ios,183542,42026.66667,USA
492,male,ios,178502,42027.66667,USA
493,male,ios,170572,42028.66667,USA
494,male,ios,155051,42029.66667,USA
495,male,ios,158472,42030.66667,USA
496,male,ios,183150,42031.66667,USA
497,male,ios,196828,42032.66667,USA
498,male,ios,177413,42033.66667,USA
499,male,ios,171042,42034.66667,USA
500,male,ios,174770,42035.66667,USA
501,male,ios,150808,42036.66667,USA
502,male,ios,166900,42037.66667,USA
503,male,ios,178220,42038.66667,USA
504,male,ios,190752,42039.66667,USA
505,male,ios,184191,42040.66667,USA
506,male,ios,172753,42041.66667,USA
507,male,ios,176965,42042.66667,USA
508,male,ios,151205,42043.66667,USA
509,male,ios,172356,42044.66667,USA
510,male,ios,175177,42045.66667,USA
511,male,ios,190767,42046.66667,USA
512,male,ios,190991,42047.66667,USA
513,male,ios,192736,42048.66667,USA
514,male,ios,162610,42049.66667,USA
515,male,ios,160731,42050.66667,USA
516,male,ios,162022,42051.66667,USA
517,male,ios,177020,42052.66667,USA
518,male,ios,194671,42053.66667,USA
519,male,ios,190103,42054.66667,USA
520,male,ios,174638,42055.66667,USA
521,male,ios,175925,42056.66667,USA
522,male,ios,166098,42057.66667,USA
523,male,ios,175869,42058.66667,USA
524,male,ios,183732,42059.66667,USA
525,male,ios,196246,42060.66667,USA
526,male,ios,193662,42061.66667,USA
527,male,ios,185112,42062.66667,USA
528,male,ios,178586,42063.66667,USA
529,male,ios,163006,42064.66667,USA
530,male,ios,175064,42065.66667,USA
531,male,ios,187259,42066.66667,USA
532,male,ios,204425,42067.66667,USA
533,male,ios,201237,42068.66667,USA
534,male,ios,186767,42069.66667,USA
535,male,ios,181300,42070.66667,USA
536,male,ios,156266,42071.70833,USA
537,male,ios,184535,42072.70833,USA
538,male,ios,188442,42073.70833,USA
539,male,ios,206996,42074.70833,USA
540,male,ios,198413,42075.70833,USA
541,male,ios,179548,42076.70833,USA
542,male,ios,172599,42077.70833,USA
543,male,ios,167685,42078.70833,USA
544,male,ios,173056,42079.70833,USA
545,male,ios,188636,42080.70833,USA
546,male,ios,207012,42081.70833,USA
547,male,ios,200048,42082.70833,USA
548,male,ios,183518,42083.70833,USA
549,male,ios,177932,42084.70833,USA
550,male,ios,174512,42085.70833,USA
551,male,ios,173048,42086.70833,USA
552,male,ios,183519,42087.70833,USA
553,male,ios,213209,42088.70833,USA
554,male,ios,200774,42089.70833,USA
555,male,ios,187412,42090.70833,USA
556,male,ios,177486,42091.70833,USA
557,male,ios,171076,42092.70833,USA
558,male,ios,175012,42093.70833,USA
559,male,ios,183292,42094.70833,USA
560,male,ios,214820,42095.70833,USA
561,male,ios,205955,42096.70833,USA
562,male,ios,201706,42097.70833,USA
563,male,ios,190062,42098.70833,USA
564,male,ios,168761,42099.70833,USA
565,male,ios,185080,42100.70833,USA
566,male,ios,187048,42101.70833,USA
567,male,ios,212947,42102.70833,USA
568,male,ios,198989,42103.70833,USA
569,male,ios,182334,42104.70833,USA
570,male,ios,180761,42105.70833,USA
571,male,ios,169110,42106.70833,USA
572,male,ios,179701,42107.70833,USA
573,male,ios,195057,42108.70833,USA
574,male,ios,206050,42109.70833,USA
575,male,ios,203350,42110.70833,USA
576,male,ios,180250,42111.70833,USA
577,male,ios,186392,42112.70833,USA
578,male,ios,169954,42113.70833,USA
579,male,ios,177504,42114.70833,USA
580,male,ios,192317,42115.70833,USA
581,male,ios,211349,42116.70833,USA
582,male,ios,174386,42117.70833,USA
583,male,ios,192628,42118.70833,USA
584,male,ios,185508,42119.70833,USA
585,male,ios,171033,42120.70833,USA
586,male,ios,183707,42121.70833,USA
587,male,ios,185512,42122.70833,USA
588,male,ios,219609,42123.70833,USA
589,male,ios,205040,42124.70833,USA
590,male,ios,201540,42125.70833,USA
591,male,ios,178871,42126.70833,USA
592,male,ios,177336,42127.70833,USA
593,male,ios,180705,42128.70833,USA
594,male,ios,198577,42129.70833,USA
595,male,ios,222830,42130.70833,USA
596,male,ios,212587,42131.70833,USA
597,male,ios,181479,42132.70833,USA
598,male,ios,180604,42133.70833,USA
599,male,ios,177658,42134.70833,USA
600,male,ios,194093,42135.70833,USA
601,male,ios,195963,42136.70833,USA
602,male,ios,215893,42137.70833,USA
603,male,ios,205772,42138.70833,USA
604,male,ios,194605,42139.70833,USA
605,male,ios,181929,42140.70833,USA
606,male,ios,175417,42141.70833,USA
607,male,ios,192190,42142.70833,USA
608,male,ios,191465,42143.70833,USA
609,male,ios,215252,42144.70833,USA
610,male,ios,209854,42145.70833,USA
611,male,ios,204892,42146.70833,USA
612,male,ios,191193,42147.70833,USA
613,male,ios,177368,42148.70833,USA
614,male,ios,186035,42149.70833,USA
615,male,ios,183530,42150.70833,USA
616,male,ios,201391,42151.70833,USA
617,male,ios,219529,42152.70833,USA
618,male,ios,193206,42153.70833,USA
619,male,ios,194706,42154.70833,USA
620,male,ios,184666,42155.70833,USA
621,male,ios,186197,42156.70833,USA
622,male,ios,192700,42157.70833,USA
623,male,ios,208674,42158.70833,USA
624,male,ios,191118,42159.70833,USA
625,male,ios,208092,42160.70833,USA
626,male,ios,181905,42161.70833,USA
627,male,ios,167430,42162.70833,USA
628,male,ios,190600,42163.70833,USA
629,male,ios,187522,42164.70833,USA
630,male,ios,216588,42165.70833,USA
631,male,ios,206225,42166.70833,USA
632,male,ios,186755,42167.70833,USA
633,male,ios,186274,42168.70833,USA
634,male,ios,166426,42169.70833,USA
635,male,ios,184264,42170.70833,USA
636,male,ios,197142,42171.70833,USA
637,male,ios,205818,42172.70833,USA
638,male,ios,204144,42173.70833,USA
639,male,ios,193951,42174.70833,USA
640,male,ios,183242,42175.70833,USA
641,male,ios,171590,42176.70833,USA
642,male,ios,172506,42177.70833,USA
643,male,ios,202782,42178.70833,USA
644,male,ios,209201,42179.70833,USA
645,male,ios,215384,42180.70833,USA
646,male,ios,191581,42181.70833,USA
647,male,ios,183446,42182.70833,USA
648,male,ios,178376,42183.70833,USA
649,male,ios,178354,42184.70833,USA
650,male,ios,197611,42185.70833,USA
651,male,ios,213448,42186.70833,USA
652,male,ios,195616,42187.70833,USA
653,male,ios,199694,42188.70833,USA
654,male,ios,190557,42189.70833,USA
655,male,ios,174033,42190.70833,USA
656,male,ios,195839,42191.70833,USA
657,male,ios,188391,42192.70833,USA
658,male,ios,224747,42193.70833,USA
659,male,ios,208394,42194.70833,USA
660,male,ios,211692,42195.70833,USA
661,male,ios,186404,42196.70833,USA
662,male,ios,177239,42197.70833,USA
663,male,ios,194223,42198.70833,USA
664,male,ios,194706,42199.70833,USA
665,male,ios,219482,42200.70833,USA
666,male,ios,212655,42201.70833,USA
667,male,ios,179464,42202.70833,USA
668,male,ios,179301,42203.70833,USA
669,male,ios,177598,42204.70833,USA
670,male,ios,196756,42205.70833,USA
671,male,ios,196308,42206.70833,USA
672,male,ios,203620,42207.70833,USA
673,male,ios,186247,42208.70833,USA
674,male,ios,186154,42209.70833,USA
675,male,ios,174833,42210.70833,USA
676,male,ios,171393,42211.70833,USA
677,male,ios,167403,42212.70833,USA
678,male,ios,183603,42213.70833,USA
679,male,ios,197465,42214.70833,USA
680,male,ios,190799,42215.70833,USA
681,male,ios,164156,42216.70833,USA
682,male,ios,181732,42217.70833,USA
683,male,ios,155778,42218.70833,USA
684,male,ios,173497,42219.70833,USA
685,male,ios,183010,42220.70833,USA
686,male,ios,208040,42221.70833,USA
687,male,ios,202015,42222.70833,USA
688,male,ios,191099,42223.70833,USA
689,male,ios,168234,42224.70833,USA
690,male,ios,164579,42225.70833,USA
691,male,ios,175671,42226.70833,USA
692,male,ios,162822,42227.70833,USA
693,male,ios,203106,42228.70833,USA
694,male,ios,180040,42229.70833,USA
695,male,ios,186938,42230.70833,USA
696,male,ios,177752,42231.70833,USA
697,male,ios,158391,42232.70833,USA
698,male,ios,178732,42233.70833,USA
699,male,ios,179480,42234.70833,USA
700,male,ios,201753,42235.70833,USA
701,male,ios,187848,42236.70833,USA
702,male,ios,189262,42237.70833,USA
703,male,ios,172364,42238.70833,USA
704,male,ios,163284,42239.70833,USA
705,male,ios,165093,42240.70833,USA
706,male,ios,178911,42241.70833,USA
707,male,ios,195625,42242.70833,USA
708,male,ios,190851,42243.70833,USA
709,male,ios,173283,42244.70833,USA
710,male,ios,159748,42245.70833,USA
711,male,ios,158546,42246.70833,USA
712,male,ios,164079,42247.70833,USA
713,male,ios,166287,42248.70833,USA
714,male,ios,205507,42249.70833,USA
715,male,ios,187397,42250.70833,USA
716,male,ios,177794,42251.70833,USA
717,male,ios,169042,42252.70833,USA
718,male,ios,150163,42253.70833,USA
719,male,ios,159464,42254.70833,USA
720,male,ios,173537,42255.70833,USA
721,male,ios,187834,42256.70833,USA
722,male,ios,179227,42257.70833,USA
723,male,ios,179536,42258.70833,USA
724,male,ios,171684,42259.70833,USA
725,male,ios,150884,42260.70833,USA
726,male,ios,165773,42261.70833,USA
727,male,ios,166998,42262.70833,USA
728,male,ios,174130,42263.70833,USA
729,male,ios,165705,42264.70833,USA
730,male,ios,164177,42265.70833,USA
731,male,ios,160535,42266.70833,USA
732,male,ios,154573,42267.70833,USA
733,male,ios,171631,42268.70833,USA
734,male,ios,180102,42269.70833,USA
735,male,ios,198280,42270.70833,USA
