date,uid,sku,price
42931,98103218,sku_three_499,499
42962,60221388,sku_three_499,499
43112,60221388,sku_four_599,599
42784,96783117,sku_eight_2099,99
43013,96783117,sku_one_199,199
43017,96783117,sku_two_299,299
43100,96783117,sku_four_599,599
43178,96783117,sku_three_499,499
42795,25377986,sku_three_499,499
42910,25377986,sku_two_299,299
42930,25377986,sku_seven_1499,499
42954,25377986,sku_three_499,499
42990,25377986,sku_five_899,899
42862,97103221,sku_two_299,299
43027,97103221,sku_three_499,499
43056,97103221,sku_two_299,299
43100,97103221,sku_four_599,599
43110,97103221,sku_two_299,299
43120,97103221,sku_four_599,599
42321,37698633,sku_four_599,599
42557,37698633,sku_two_299,299
42607,37698633,sku_four_599,599
42692,37698633,sku_one_199,199
42730,37698633,sku_one_199,199
42800,37698633,sku_one_199,199
42808,37698633,sku_two_299,299
42861,37698633,sku_seven_1499,499
42897,49163184,sku_three_499,499
42906,49163184,sku_three_499,499
42983,49163184,sku_four_599,599
43050,49163184,sku_three_499,499
42529,12398223,sku_eight_2099,99
42561,12398223,sku_three_499,499
42705,12398223,sku_three_499,499
42712,12398223,sku_eight_2099,99
42730,12398223,sku_two_299,299
42736,12398223,sku_one_199,199
42873,12398223,sku_seven_1499,499
42965,12398223,sku_five_899,899
43006,12398223,sku_seven_1499,499
43091,12398223,sku_eight_2099,99
43106,12398223,sku_one_199,199
43182,12398223,sku_three_499,499
42709,16549717,sku_three_499,499
42718,16549717,sku_one_199,199
42804,16549717,sku_two_299,299
42822,16549717,sku_four_599,599
42930,16549717,sku_two_299,299
42945,16549717,sku_two_299,299
42991,16549717,sku_two_299,299
43099,67016581,sku_three_499,499
43114,67016581,sku_one_199,199
42766,67056983,sku_one_199,199
42853,67056983,sku_one_199,199
42928,67056983,sku_two_299,299
42962,67056983,sku_one_199,199
42992,67056983,sku_two_299,299
43203,67056983,sku_three_499,499
42765,94741483,sku_one_199,199
42904,94741483,sku_five_899,899
42976,94741483,sku_three_499,499
42532,35243889,sku_two_299,299
42589,35243889,sku_one_199,199
42703,35243889,sku_three_499,499
42704,35243889,sku_three_499,499
42893,35243889,sku_one_199,199
42930,35243889,sku_four_599,599
42934,35243889,sku_three_499,499
42952,35243889,sku_three_499,499
43144,35243889,sku_seven_1499,499
43209,35243889,sku_two_299,299
42582,50692518,sku_two_299,299
42590,50692518,sku_three_499,499
42592,50692518,sku_seven_1499,499
42649,50692518,sku_two_299,299
42650,50692518,sku_four_599,599
42668,50692518,sku_three_499,499
42782,50692518,sku_two_299,299
42797,50692518,sku_seven_1499,499
42927,50692518,sku_four_599,599
43089,50692518,sku_four_599,599
43113,50692518,sku_three_499,499
43162,99911915,sku_two_299,299
42141,93873145,sku_three_499,499
42148,93873145,sku_three_499,499
42295,93873145,sku_one_199,199
42384,93873145,sku_one_199,199
42720,93873145,sku_two_299,299
42832,93873145,sku_one_199,199
42834,93873145,sku_four_599,599
42865,93873145,sku_four_599,599
42997,93873145,sku_one_199,199
43188,31315573,sku_six_1299,299
43195,31315573,sku_two_299,299
43204,31315573,sku_three_499,499
43021,61537627,sku_four_599,599
43058,61537627,sku_four_599,599
43120,61537627,sku_four_599,599
43182,61537627,sku_two_299,299
43054,93708041,sku_one_199,199
43151,93708041,sku_two_299,299
42518,14432678,sku_one_199,199
42564,14432678,sku_two_299,299
42732,14432678,sku_four_599,599
42854,14432678,sku_one_199,199
42880,14432678,sku_three_499,499
43125,14432678,sku_three_499,499
43139,21033312,sku_one_199,199
42910,94104511,sku_one_199,199
42911,94104511,sku_three_499,499
43051,94104511,sku_five_899,899
43154,94104511,sku_one_199,199
43208,94104511,sku_three_499,499
42968,89325616,sku_five_899,899
42998,89325616,sku_one_199,199
43046,89325616,sku_one_199,199
43048,89325616,sku_four_599,599
43060,89325616,sku_two_299,299
43127,89325616,sku_three_499,499
43180,89325616,sku_seven_1499,499
42256,19577419,sku_seven_1499,499
42496,19577419,sku_two_299,299
42593,19577419,sku_four_599,599
42705,19577419,sku_two_299,299
42879,19577419,sku_four_599,599
42928,19577419,sku_five_899,899
42968,19577419,sku_one_199,199
42992,19577419,sku_eight_2099,99
43132,19577419,sku_two_299,299
43155,19577419,sku_one_199,199
42831,52697030,sku_one_199,199
42886,52697030,sku_three_499,499
42900,52697030,sku_two_299,299
42995,52697030,sku_three_499,499
43032,52697030,sku_two_299,299
43154,80379459,sku_three_499,499
43210,80379459,sku_three_499,499
42768,11604973,sku_seven_1499,499
42815,11604973,sku_two_299,299
42859,11604973,sku_three_499,499
43075,11604973,sku_four_599,599
43110,11604973,sku_one_199,199
43137,11604973,sku_four_599,599
43135,39371801,sku_two_299,299
43132,83076003,sku_eight_2099,99
43150,83076003,sku_four_599,599
43196,83076003,sku_one_199,199
42447,41438121,sku_three_499,499
42466,41438121,sku_two_299,299
42470,41438121,sku_three_499,499
42834,41438121,sku_one_199,199
43015,41438121,sku_two_299,299
43069,41438121,sku_eight_2099,99
43132,41438121,sku_two_299,299
42769,14980773,sku_three_499,499
42770,14980773,sku_one_199,199
42791,14980773,sku_two_299,299
42998,14980773,sku_three_499,499
42940,91690428,sku_two_299,299
42975,91690428,sku_two_299,299
43037,91690428,sku_seven_1499,499
43047,91690428,sku_three_499,499
42700,13524802,sku_three_499,499
42787,13524802,sku_four_599,599
42919,13524802,sku_two_299,299
43151,13524802,sku_four_599,599
42350,72925551,sku_four_599,599
42498,72925551,sku_one_199,199
42716,72925551,sku_three_499,499
42953,72925551,sku_three_499,499
42997,72925551,sku_four_599,599
43002,72925551,sku_three_499,499
43096,72925551,sku_seven_1499,499
43153,68484074,sku_four_599,599
43020,76557706,sku_five_899,899
43191,76557706,sku_four_599,599
42662,79255931,sku_three_499,499
42759,79255931,sku_one_199,199
42790,79255931,sku_one_199,199
42865,79255931,sku_four_599,599
42875,79255931,sku_eight_2099,99
42927,79255931,sku_five_899,899
43063,79255931,sku_one_199,199
42307,85070362,sku_seven_1499,499
42316,85070362,sku_two_299,299
42526,22495315,sku_four_599,599
42671,22495315,sku_one_199,199
42678,22495315,sku_four_599,599
42810,22495315,sku_two_299,299
42850,22495315,sku_four_599,599
42891,22495315,sku_two_299,299
43013,22495315,sku_seven_1499,499
43124,22495315,sku_six_1299,299
43174,22495315,sku_seven_1499,499
42482,17175182,sku_four_599,599
42636,17175182,sku_three_499,499
42786,17175182,sku_four_599,599
42833,17175182,sku_one_199,199
42882,17175182,sku_one_199,199
42895,17175182,sku_one_199,199
42965,17175182,sku_one_199,199
43057,17175182,sku_two_299,299
43162,50813295,sku_five_899,899
42583,62382694,sku_three_499,499
42590,62382694,sku_seven_1499,499
42643,62382694,sku_one_199,199
42729,62382694,sku_two_299,299
42782,62382694,sku_two_299,299
42802,62382694,sku_three_499,499
42907,62382694,sku_three_499,499
43100,62382694,sku_two_299,299
43187,62382694,sku_six_1299,299
42769,70832965,sku_two_299,299
43128,70832965,sku_one_199,199
43134,70832965,sku_one_199,199
42844,24335938,sku_three_499,499
42865,24335938,sku_three_499,499
42899,24335938,sku_seven_1499,499
42911,24335938,sku_two_299,299
42932,24335938,sku_one_199,199
43096,24335938,sku_four_599,599
43036,68309261,sku_two_299,299
43046,68309261,sku_one_199,199
43053,68309261,sku_one_199,199
43113,68309261,sku_four_599,599
43118,68309261,sku_three_499,499
43198,68309261,sku_four_599,599
42827,62815458,sku_four_599,599
42868,62815458,sku_two_299,299
42872,62815458,sku_two_299,299
42987,62815458,sku_seven_1499,499
43052,62815458,sku_three_499,499
43091,82589906,sku_one_199,199
43140,82589906,sku_eight_2099,99
42987,13262016,sku_six_1299,299
43119,13262016,sku_four_599,599
43193,13262016,sku_four_599,599
42662,47873630,sku_one_199,199
42721,47873630,sku_three_499,499
42744,47873630,sku_three_499,499
42884,47873630,sku_four_599,599
43171,47873630,sku_seven_1499,499
42968,63614747,sku_one_199,199
42976,63614747,sku_two_299,299
42980,63614747,sku_three_499,499
43029,63614747,sku_three_499,499
43101,63614747,sku_seven_1499,499
43138,63614747,sku_three_499,499
42888,25147571,sku_four_599,599
43039,25147571,sku_one_199,199
43170,25147571,sku_three_499,499
42845,85936631,sku_two_299,299
42874,85936631,sku_two_299,299
43055,85936631,sku_one_199,199
43208,85936631,sku_two_299,299
43176,88378335,sku_two_299,299
43177,88378335,sku_two_299,299
42903,15266932,sku_four_599,599
42960,15266932,sku_one_199,199
43203,15266932,sku_three_499,499
42977,72066733,sku_four_599,599
43021,61601388,sku_one_199,199
43043,61601388,sku_two_299,299
43059,61601388,sku_one_199,199
43106,61601388,sku_one_199,199
43131,61601388,sku_five_899,899
43160,61601388,sku_two_299,299
42659,29934400,sku_two_299,299
42782,29934400,sku_five_899,899
42814,29934400,sku_eight_2099,99
42862,29934400,sku_two_299,299
42883,29934400,sku_two_299,299
43053,29934400,sku_three_499,499
43093,29934400,sku_three_499,499
43139,29934400,sku_two_299,299
42670,36801674,sku_three_499,499
42828,36801674,sku_seven_1499,499
42967,36801674,sku_one_199,199
42989,36801674,sku_two_299,299
43075,36801674,sku_two_299,299
42222,97021895,sku_three_499,499
42343,97021895,sku_four_599,599
42350,97021895,sku_two_299,299
42389,97021895,sku_three_499,499
42414,97021895,sku_two_299,299
42474,97021895,sku_one_199,199
42503,97021895,sku_two_299,299
42705,97021895,sku_seven_1499,499
42832,97021895,sku_four_599,599
42985,97021895,sku_one_199,199
43045,97021895,sku_three_499,499
43052,97021895,sku_two_299,299
43082,97021895,sku_three_499,499
43151,97021895,sku_two_299,299
43182,97021895,sku_four_599,599
43073,80170022,sku_three_499,499
42516,50121083,sku_two_299,299
42668,50121083,sku_two_299,299
42818,50121083,sku_one_199,199
42960,50121083,sku_four_599,599
43050,50121083,sku_two_299,299
43052,50121083,sku_two_299,299
43127,50121083,sku_two_299,299
42314,27287410,sku_eight_2099,99
42354,27287410,sku_two_299,299
42845,27287410,sku_three_499,499
43009,27287410,sku_five_899,899
42635,85160415,sku_two_299,299
42773,85160415,sku_four_599,599
42851,85160415,sku_two_299,299
42952,85160415,sku_three_499,499
43012,85160415,sku_three_499,499
42704,15356876,sku_six_1299,299
42738,15356876,sku_four_599,599
42898,15356876,sku_four_599,599
42985,15356876,sku_two_299,299
42991,15356876,sku_four_599,599
43131,15356876,sku_four_599,599
43188,15356876,sku_two_299,299
42963,54551870,sku_one_199,199
43153,54551870,sku_four_599,599
43129,49694379,sku_six_1299,299
42920,16693913,sku_seven_1499,499
42989,16693913,sku_one_199,199
42930,61999869,sku_one_199,199
42959,61999869,sku_one_199,199
42983,61999869,sku_one_199,199
42988,61999869,sku_one_199,199
43025,61999869,sku_four_599,599
43027,61999869,sku_two_299,299
43033,61999869,sku_one_199,199
43210,47047503,sku_five_899,899
42477,37584141,sku_four_599,599
42481,37584141,sku_three_499,499
42968,94411529,sku_four_599,599
43006,94411529,sku_three_499,499
43061,94411529,sku_three_499,499
43107,94411529,sku_three_499,499
43131,94411529,sku_two_299,299
43196,94411529,sku_one_199,199
43202,94411529,sku_two_299,299
42983,65181532,sku_three_499,499
43004,65181532,sku_one_199,199
43008,65181532,sku_three_499,499
43030,65181532,sku_four_599,599
43043,65181532,sku_three_499,499
43120,65181532,sku_four_599,599
42561,53524226,sku_one_199,199
42652,53524226,sku_one_199,199
42772,53524226,sku_one_199,199
42883,53524226,sku_two_299,299
43144,53524226,sku_four_599,599
43190,53524226,sku_six_1299,299
42477,61743596,sku_five_899,899
42606,61743596,sku_one_199,199
42687,61743596,sku_one_199,199
43105,61743596,sku_three_499,499
42433,95576632,sku_three_499,499
42481,95576632,sku_three_499,499
42533,95576632,sku_four_599,599
42650,95576632,sku_two_299,299
42655,95576632,sku_three_499,499
42795,95576632,sku_two_299,299
42814,95576632,sku_four_599,599
42815,95576632,sku_one_199,199
42836,95576632,sku_one_199,199
42854,95576632,sku_three_499,499
42876,95576632,sku_two_299,299
42881,95576632,sku_one_199,199
43129,95576632,sku_three_499,499
42947,54670569,sku_two_299,299
43079,54670569,sku_four_599,599
43126,54670569,sku_six_1299,299
43129,54670569,sku_four_599,599
42988,25461914,sku_three_499,499
43087,25461914,sku_one_199,199
42296,58784749,sku_two_299,299
43188,51448171,sku_one_199,199
42204,93258735,sku_four_599,599
42320,93258735,sku_three_499,499
42406,93258735,sku_one_199,199
42605,93258735,sku_two_299,299
42925,93258735,sku_eight_2099,99
43016,93258735,sku_two_299,299
43044,93258735,sku_two_299,299
42740,86897304,sku_one_199,199
42981,86897304,sku_one_199,199
43060,86897304,sku_three_499,499
43111,86897304,sku_four_599,599
43147,86897304,sku_one_199,199
43172,86897304,sku_eight_2099,99
43090,15045890,sku_three_499,499
43122,15045890,sku_four_599,599
42986,52635803,sku_eight_2099,99
43023,52635803,sku_three_499,499
42984,60245500,sku_five_899,899
43080,60245500,sku_four_599,599
43107,60245500,sku_three_499,499
43057,74435605,sku_one_199,199
43120,74435605,sku_two_299,299
42259,47798168,sku_two_299,299
42403,47798168,sku_two_299,299
42436,47798168,sku_four_599,599
42491,47798168,sku_four_599,599
42538,47798168,sku_three_499,499
42676,47798168,sku_three_499,499
42743,47798168,sku_three_499,499
42796,47798168,sku_three_499,499
43026,47798168,sku_four_599,599
43071,47798168,sku_four_599,599
43098,47798168,sku_three_499,499
43134,47798168,sku_eight_2099,99
42796,93307017,sku_one_199,199
42959,93307017,sku_one_199,199
42995,93307017,sku_four_599,599
43001,93307017,sku_one_199,199
43056,93307017,sku_four_599,599
42866,15505939,sku_two_299,299
43033,15505939,sku_five_899,899
43051,15505939,sku_three_499,499
43080,15505939,sku_four_599,599
43108,15505939,sku_three_499,499
43138,15505939,sku_four_599,599
42766,23599275,sku_six_1299,299
42957,23599275,sku_two_299,299
42983,23599275,sku_one_199,199
43024,23599275,sku_eight_2099,99
42906,37754734,sku_three_499,499
42980,37754734,sku_three_499,499
43128,37754734,sku_four_599,599
43157,37754734,sku_three_499,499
42448,25718425,sku_four_599,599
42517,25718425,sku_eight_2099,99
42658,25718425,sku_four_599,599
43003,25718425,sku_two_299,299
43040,26383212,sku_three_499,499
43049,26383212,sku_three_499,499
43058,26383212,sku_six_1299,299
43097,26383212,sku_six_1299,299
42586,75171338,sku_one_199,199
42716,75171338,sku_two_299,299
42802,75171338,sku_two_299,299
42950,75171338,sku_two_299,299
42973,75171338,sku_one_199,199
43034,75171338,sku_six_1299,299
43073,75171338,sku_four_599,599
42291,99975039,sku_one_199,199
42381,99975039,sku_four_599,599
42470,99975039,sku_four_599,599
42823,99975039,sku_one_199,199
42868,99975039,sku_two_299,299
42910,99975039,sku_five_899,899
42938,99975039,sku_seven_1499,499
43007,99975039,sku_two_299,299
43079,99975039,sku_three_499,499
43194,99975039,sku_three_499,499
42661,16811193,sku_two_299,299
42696,16811193,sku_eight_2099,99
42823,16811193,sku_four_599,599
42967,16811193,sku_three_499,499
43153,16811193,sku_four_599,599
43195,16811193,sku_four_599,599
42997,71385464,sku_four_599,599
42641,41542453,sku_eight_2099,99
42905,41542453,sku_three_499,499
42920,41542453,sku_seven_1499,499
42888,64247813,sku_three_499,499
43018,64247813,sku_two_299,299
43118,64247813,sku_four_599,599
43148,51365662,sku_two_299,299
43150,51365662,sku_five_899,899
43211,51365662,sku_one_199,199
42658,75942230,sku_two_299,299
42769,75942230,sku_three_499,499
42783,75942230,sku_three_499,499
42902,75942230,sku_two_299,299
42929,75942230,sku_three_499,499
43045,75942230,sku_one_199,199
43079,75942230,sku_four_599,599
42305,61306583,sku_eight_2099,99
42399,61306583,sku_three_499,499
42445,61306583,sku_three_499,499
42555,61306583,sku_four_599,599
42774,61306583,sku_one_199,199
42863,61306583,sku_two_299,299
42933,61306583,sku_eight_2099,99
42945,61306583,sku_six_1299,299
42947,61306583,sku_two_299,299
42951,61306583,sku_three_499,499
43052,61306583,sku_one_199,199
42828,24874556,sku_four_599,599
42892,24874556,sku_one_199,199
42954,24874556,sku_four_599,599
43016,24874556,sku_one_199,199
43070,24874556,sku_five_899,899
43090,24874556,sku_one_199,199
43093,24874556,sku_seven_1499,499
43139,24874556,sku_two_299,299
43147,24874556,sku_four_599,599
43157,24874556,sku_four_599,599
42562,41536955,sku_two_299,299
42714,41536955,sku_four_599,599
42973,41536955,sku_seven_1499,499
43014,41536955,sku_two_299,299
43030,41536955,sku_two_299,299
42879,21329987,sku_two_299,299
43085,21329987,sku_four_599,599
43093,21329987,sku_two_299,299
43127,21329987,sku_one_199,199
43158,21329987,sku_three_499,499
42297,39314876,sku_five_899,899
42587,39314876,sku_seven_1499,499
42654,39314876,sku_three_499,499
42740,39314876,sku_three_499,499
42809,39314876,sku_four_599,599
42922,39314876,sku_one_199,199
42878,74577179,sku_one_199,199
42947,74577179,sku_one_199,199
42678,53861186,sku_three_499,499
42910,53861186,sku_four_599,599
42937,53861186,sku_one_199,199
43018,53861186,sku_one_199,199
43035,53861186,sku_three_499,499
43183,53861186,sku_four_599,599
43191,53861186,sku_three_499,499
42913,45207456,sku_three_499,499
42946,45207456,sku_two_299,299
42972,45207456,sku_four_599,599
43129,45207456,sku_one_199,199
43104,53466198,sku_eight_2099,99
43136,53466198,sku_two_299,299
43143,53466198,sku_four_599,599
43102,82722168,sku_seven_1499,499
43103,82722168,sku_two_299,299
43130,82722168,sku_four_599,599
43144,82722168,sku_five_899,899
43153,82722168,sku_three_499,499
42818,34748104,sku_four_599,599
42850,34748104,sku_eight_2099,99
42880,34748104,sku_six_1299,299
42946,34748104,sku_two_299,299
43116,34748104,sku_three_499,499
43147,28088851,sku_one_199,199
43004,77606914,sku_one_199,199
42945,61384231,sku_five_899,899
42995,61384231,sku_three_499,499
43103,61384231,sku_four_599,599
43153,61384231,sku_eight_2099,99
42943,75063732,sku_two_299,299
43055,75063732,sku_three_499,499
43121,75063732,sku_four_599,599
43137,75063732,sku_two_299,299
43160,75063732,sku_one_199,199
43203,75063732,sku_four_599,599
42935,51802951,sku_two_299,299
43058,51802951,sku_four_599,599
43068,51802951,sku_five_899,899
